IDCode,orig_order,item,group,response,response_time_sec,sex
51950,12,173412,algebra,0,2.691,U
51950,13,173413,algebra,0,3.855,U
51950,14,173414,algebra,0,2.432,U
51950,15,173415,choose_1,1,19.674,U
51950,16,173417,choose_1,1,11.184,U
52037,1,117001,choose_1,1,284.185,U
52037,2,125599,algebra,1,280.485,U
52037,3,117006,choose_1,1,942.664,U
52037,4,125602,choose_1,1,71.276,U
52037,5,125604,choose_1,1,24.601,U
52189,1,169421,choose_1,0,22.672,U
52189,2,169422,choose_1,0,21.297,U
52189,3,169423,choose_1,0,8.047,U
52189,4,169424,choose_1,0,4.359,U
52189,5,169425,choose_1,0,34.828,U
52189,6,169426,choose_1,0,4.203,U
52189,7,169427,choose_1,0,9.375,U
52189,8,169428,choose_1,0,6.547,U
52189,9,169429,choose_1,0,6.5,U
52189,10,11948,algebra,0,26.584,U
52189,11,12197,choose_1,0,118.461,U
52189,12,12198,fill_in_1,1,30.03,U
52189,13,12199,fill_in_1,1,4.934,U
52189,14,108395,algebra,0,50.949,U
52574,1,174,algebra,0,155.302,U
52574,2,171,fill_in_1,1,21.158,U
52574,3,172,fill_in_1,0,22.064,U
52574,4,173,fill_in_1,1,49.026,U
52574,5,1022,choose_1,0,79.605,U
52574,6,1018,fill_in_1,0,74.042,U
52574,7,1019,choose_1,0,10.006,U
52613,1,53995,algebra,0,5.047,U
52613,2,88272,algebra,1,5.288,U
52613,3,66746,algebra,0,21.668,U
53005,1,28917,choose_1,0,112.185,U
53005,2,28913,choose_1,1,118.311,U
53005,3,28911,fill_in_1,1,121.249,U
53005,4,28910,choose_1,1,42.578,U
53005,5,28909,choose_1,1,199.89,U
53005,6,28915,fill_in_1,1,668.11,U
53005,7,28916,fill_in_1,0,312.625,U
53005,8,28914,fill_in_1,1,131.782,U
53167,1,54019,algebra,0,33.032,U
53167,2,54020,algebra,0,35.141,U
53167,3,54021,algebra,1,10.079,U
53167,4,54022,algebra,0,17.25,U
53167,5,54039,algebra,0,9.938,U
53167,6,54040,algebra,1,11.86,U
53167,7,54041,algebra,1,5.875,U
53167,8,54042,algebra,1,10.218,U
53167,9,53999,algebra,1,25.485,U
53167,10,53987,algebra,0,17.11,U
53167,11,53988,algebra,0,12.751,U
53167,12,53989,algebra,1,4.172,U
53167,13,53990,algebra,0,19.172,U
53167,14,92780,algebra,0,257.687,U
53167,15,92788,algebra,1,31.515,U
53167,16,92789,algebra,1,12.687,U
53167,17,92796,algebra,1,52.233,U
53167,18,88725,algebra,0,127.841,U
53167,19,88825,algebra,1,57.174,U
53167,20,88850,algebra,1,8.095,U
53167,21,92794,algebra,0,41.705,U
53167,22,92795,algebra,1,20.423,U
53167,23,92807,algebra,1,19.422,U
53167,24,92800,algebra,0,21.094,U
53167,25,92801,algebra,1,11.235,U
53167,26,92802,algebra,0,24.844,U
53167,27,88969,fill_in_1,1,27.422,U
53167,28,88970,fill_in_1,1,7.734,U
53167,29,88971,fill_in_1,1,7.344,U
53167,30,92786,algebra,0,5.61,U
53167,31,92787,algebra,0,11.063,U
53167,32,92784,algebra,1,10.173,U
53167,33,92785,algebra,1,28.095,U
53167,34,92807,algebra,1,18.72,U
53167,35,92820,algebra,0,68.736,U
53167,36,92828,choose_1,1,32.688,U
53167,37,92829,choose_1,1,11.75,U
53167,38,92830,choose_1,1,4.548,U
53167,39,92831,choose_1,1,17.469,U
53167,40,92832,choose_1,1,30.282,U
53167,41,92833,choose_1,1,9.078,U
53167,42,92834,algebra,1,31.985,U
53167,43,92835,fill_in_1,1,18.188,U
53167,44,92836,fill_in_1,1,15.954,U
53167,45,92837,fill_in_1,1,5.547,U
53167,46,92838,fill_in_1,1,20.156,U
53167,47,92839,fill_in_1,0,25.47,U
53167,48,92840,fill_in_1,0,20.86,U
53167,49,92841,fill_in_1,1,10.579,U
53167,50,89714,algebra,1,9.985,U
53167,51,89956,algebra,1,5.469,U
53167,52,90437,algebra,1,4.687,U
53167,53,90100,algebra,1,4.297,U
53167,54,71795,algebra,1,10.672,U
53167,55,60006,algebra,1,5.547,U
53167,56,54550,algebra,1,3.532,U
53167,57,54134,algebra,1,9.172,U
53167,58,53864,algebra,1,18.064,U
53167,59,53792,algebra,0,26.72,U
53167,60,53774,algebra,1,26.673,U
53167,61,53780,algebra,0,32.048,U
53167,62,58822,algebra,0,8.969,U
53167,63,53778,algebra,1,9.016,U
53167,64,49277,fill_in_1,1,39.938,U
53167,65,49284,fill_in_1,1,49.877,U
53167,66,49266,fill_in_1,1,45.595,U
53167,67,58798,algebra,1,6.468,U
53167,68,54075,algebra,1,19.797,U
53167,69,54184,algebra,1,10.922,U
53167,70,44727,algebra,1,24.282,U
53167,71,44732,algebra,1,36.001,U
53167,72,92899,choose_1,1,38.483,U
53167,73,92896,choose_1,0,63.284,U
53167,74,92897,choose_1,0,23.552,U
53167,75,92921,algebra,1,7.768,U
53167,76,92922,algebra,1,7.502,U
53167,77,92923,algebra,1,17.364,U
53167,78,92924,algebra,1,14.55,U
53167,79,92925,algebra,1,4.11,U
53167,80,92926,algebra,1,11.144,U
53167,81,92927,algebra,1,4.173,U
53167,82,92928,algebra,1,12.394,U
53167,83,92929,algebra,1,5.158,U
53167,84,92930,algebra,1,12.94,U
53167,85,92941,algebra,0,18.754,U
53167,86,91317,algebra,1,29.991,U
53167,87,58815,algebra,1,33.613,U
53167,88,58826,algebra,1,12.627,U
53167,89,53995,algebra,1,32.785,U
53167,90,44735,fill_in_1,0,352.103,U
53167,91,121263,choose_1,1,37.774,U
53167,92,92943,fill_in_1,1,79.427,U
53167,93,92946,fill_in_1,1,9.774,U
53167,94,136292,fill_in_1,0,75.025,U
53167,95,121590,fill_in_1,0,25.513,U
53167,96,122364,algebra,0,83.925,U
53167,97,122365,algebra,0,34.054,U
53167,98,122399,choose_1,1,45.366,U
53167,99,122400,fill_in_1,0,195.018,U
53167,100,122401,fill_in_1,1,99.534,U
53167,101,53296,choose_1,1,10.765,U
53167,102,52832,algebra,1,10.391,U
53167,103,54462,algebra,1,9.078,U
53167,104,66813,algebra,0,39.42,U
53167,105,66814,algebra,0,31.186,U
53167,106,66815,algebra,1,31.296,U
53167,107,55045,algebra,1,22.579,U
53167,108,75333,algebra,0,78.023,U
53167,109,75323,algebra,1,17.508,U
53167,110,75328,algebra,1,17.707,U
53167,111,75311,algebra,1,35.94,U
53167,112,75299,algebra,1,25.552,U
53167,113,71402,algebra,1,93.535,U
53167,114,58367,algebra,1,42.792,U
53167,115,48130,algebra,1,54.136,U
53167,116,73405,algebra,1,29.137,U
53167,117,73417,algebra,1,9.647,U
53167,118,56925,algebra,0,52.353,U
53167,119,56926,choose_1,1,10.217,U
53167,120,56927,algebra,1,14.301,U
53167,121,56967,algebra,1,10.166,U
53167,122,56913,algebra,1,10.97,U
53167,123,56919,algebra,1,11.101,U
53167,124,57051,algebra,1,33.539,U
53167,125,57072,algebra,1,8.609,U
53167,126,45420,algebra,0,7.256,U
53167,127,61100,algebra,1,96.885,U
53167,128,53749,algebra,0,5.129,U
53167,129,53750,algebra,1,3.779,U
53167,130,53751,algebra,1,4.216,U
53167,131,53752,algebra,1,5.49,U
53167,132,53613,algebra,1,8.265,U
53167,133,53649,algebra,1,11.844,U
53167,134,53681,algebra,1,6.798,U
53167,135,66513,choose_1,1,7.816,U
53167,136,66188,choose_1,1,9.232,U
53167,137,71384,algebra,1,21.363,U
53167,138,66587,choose_1,1,9.624,U
53167,139,97679,algebra,0,207.414,U
53167,140,97680,algebra,1,12.128,U
53167,141,97681,choose_1,1,27.751,U
53167,142,97682,algebra,0,11.798,U
53167,143,97751,algebra,0,29.5,U
53167,144,97655,algebra,1,23.34,U
53167,145,97763,algebra,1,42.398,U
53167,146,97575,algebra,1,19.136,U
53167,147,75263,algebra,1,56.78,U
53167,148,71664,algebra,0,12.638,U
53167,149,71708,algebra,0,16.029,U
53167,150,71640,algebra,1,6.769,U
53167,151,71667,algebra,1,7.275,U
53167,152,71659,algebra,1,17.347,U
53167,153,75478,algebra,0,12.598,U
53167,154,121274,algebra,0,101.971,U
53167,155,121276,fill_in_1,1,37.735,U
53167,156,121287,fill_in_1,1,50.938,U
53167,157,121268,algebra,0,42.766,U
53167,158,122376,algebra,0,60.001,U
53167,159,122378,algebra,0,50.235,U
53167,160,121271,fill_in_1,1,195.472,U
53167,161,75487,algebra,1,44.094,U
53167,162,75542,algebra,0,15.688,U
53167,163,75544,algebra,1,10.891,U
53167,164,75484,algebra,1,45.453,U
53167,165,75505,algebra,0,41.906,U
53167,166,56739,algebra,1,103.798,U
53167,167,56847,algebra,0,43.953,U
53167,168,56848,choose_1,1,10.079,U
53167,169,56849,algebra,0,43.673,U
53167,170,56709,algebra,1,67.097,U
53167,171,72663,algebra,1,16.313,U
53167,172,75657,algebra,0,43.485,U
53167,173,75713,algebra,0,23.235,U
53167,174,75688,algebra,0,39.251,U
53167,175,75663,algebra,1,51.532,U
53167,176,75701,algebra,0,76.766,U
53167,177,121278,algebra,0,196.854,U
53167,178,121269,fill_in_1,1,72.14,U
53167,179,92946,fill_in_1,1,6.922,U
53167,180,136292,fill_in_1,1,221.845,U
53167,181,92941,algebra,1,142.699,U
53167,182,92940,algebra,0,25.854,U
53167,183,92939,algebra,0,198.264,U
53167,184,92931,fill_in_1,1,10.877,U
53167,185,92932,fill_in_1,1,8.587,U
53167,186,92933,fill_in_1,1,192.538,U
53167,187,92934,fill_in_1,1,8.665,U
53167,188,92935,fill_in_1,1,79.782,U
53167,189,92936,fill_in_1,1,9.443,U
53167,190,92937,fill_in_1,1,4.727,U
53167,191,92938,fill_in_1,1,4.944,U
53167,192,92901,algebra,1,175.765,U
53167,193,92902,algebra,0,122.603,U
53167,194,92903,fill_in_1,1,9.377,U
53167,195,85362,algebra,1,13.023,U
53167,196,53613,algebra,1,9.484,U
53167,197,84892,algebra,0,14.245,U
53167,198,89705,algebra,1,17.633,U
53167,199,89665,algebra,1,3.457,U
53167,200,89662,algebra,1,7.106,U
53167,201,54063,algebra,1,234.539,U
53167,202,86322,algebra,1,48.588,U
53167,203,58820,algebra,1,23.514,U
53167,204,49267,fill_in_1,1,43.725,U
53167,205,49269,fill_in_1,1,35.559,U
53167,206,49289,fill_in_1,1,24.237,U
53167,207,49283,fill_in_1,1,25.224,U
53167,208,49288,fill_in_1,1,24.003,U
53167,209,85744,algebra,1,21.52,U
53167,210,84787,algebra,1,57.645,U
53167,211,84744,algebra,1,8.859,U
53167,212,84973,algebra,1,7.005,U
53167,213,85870,algebra,1,12.773,U
53167,214,86048,algebra,0,11.879,U
53167,215,85929,algebra,0,20.404,U
53167,216,86074,algebra,1,18.52,U
53167,217,86071,algebra,1,13.506,U
53167,218,85932,algebra,1,17.231,U
53167,219,61095,algebra,1,50.428,U
53167,220,87856,algebra,0,182.992,U
53167,221,87649,algebra,0,89.39,U
53167,222,87664,algebra,0,88.643,U
53167,223,87648,algebra,1,29.419,U
53167,224,87650,algebra,1,15.127,U
53167,225,87727,algebra,1,8.953,U
53167,226,85676,algebra,0,99.708,U
53167,227,85669,algebra,0,68.479,U
53167,228,85659,algebra,1,40.152,U
53167,229,85101,algebra,1,34.533,U
53167,230,85660,algebra,1,39.228,U
53167,231,88556,algebra,0,31.771,U
53167,232,88537,algebra,1,16.62,U
53167,233,88507,algebra,1,22.302,U
53167,234,88617,algebra,1,15.558,U
53167,235,87130,algebra,0,81.429,U
53167,236,87048,algebra,1,23.471,U
53167,237,87112,algebra,1,22.61,U
53167,238,87051,algebra,1,26.092,U
53167,239,54445,algebra,0,67.075,U
53167,240,54456,algebra,1,218.239,U
53167,241,54444,algebra,1,3.502,U
53167,242,54461,algebra,1,56.501,U
53167,243,54538,algebra,1,8.014,U
53167,244,51630,algebra,1,11.725,U
53167,245,60123,fill_in_1,0,22.793,U
53167,246,60050,fill_in_1,0,53.432,U
53167,247,60130,fill_in_1,1,76.166,U
53167,248,60135,fill_in_1,0,64.771,U
53167,249,60092,fill_in_1,1,96.651,U
53167,250,87513,algebra,0,17.346,U
53167,251,87597,algebra,0,31.621,U
53167,252,87535,algebra,1,11.756,U
53167,253,87423,algebra,1,7.927,U
53167,254,87450,algebra,0,17.995,U
53167,255,87557,algebra,0,30.494,U
53167,256,87466,algebra,1,12.973,U
53167,257,87587,algebra,1,6.447,U
53167,258,87546,algebra,1,35.547,U
53167,259,87532,algebra,1,10.065,U
53167,260,90238,algebra,1,6.238,U
53167,261,90449,algebra,1,14.383,U
53167,262,89946,algebra,1,5.237,U
53167,263,86232,algebra,0,36.067,U
53167,264,86189,algebra,1,62.937,U
53167,265,86200,algebra,1,70.209,U
53167,266,86204,algebra,1,21.211,U
53167,267,86162,algebra,0,4.088,U
53167,268,86170,algebra,1,4.43,U
53167,269,86161,algebra,1,10.823,U
53167,270,86151,algebra,1,2.823,U
53167,271,52819,algebra,1,6.655,U
53167,272,62640,choose_1,1,20.209,U
53167,273,66387,choose_1,1,7.756,U
53167,274,97868,algebra,1,9.598,U
53167,275,97908,algebra,1,5.068,U
53167,276,97832,algebra,1,7.328,U
53167,277,97780,algebra,1,11.07,U
53167,278,97920,algebra,1,5.144,U
53167,279,66301,choose_1,1,7.258,U
53167,280,53285,algebra,1,4.636,U
53167,281,66627,choose_1,1,5.566,U
53167,282,78976,choose_1,1,16.835,U
53167,283,79076,choose_1,0,24.901,U
53167,284,79073,choose_1,0,31.19,U
53167,285,78953,choose_1,0,26.65,U
53167,286,79001,choose_1,0,40.449,U
53167,287,78924,choose_1,1,16.92,U
53167,288,79062,choose_1,1,17.82,U
53167,289,84635,algebra,1,5.662,U
53167,290,66831,algebra,0,25.724,U
53167,291,66832,algebra,0,34.795,U
53167,292,66833,algebra,0,7.381,U
53167,293,51144,algebra,1,8.726,U
53167,294,66852,algebra,1,21.692,U
53167,295,51141,algebra,1,15.572,U
53167,296,50988,algebra,0,34.711,U
53167,297,50983,algebra,0,44.042,U
53167,298,50991,algebra,0,28.21,U
53167,299,51009,algebra,1,20.924,U
53167,300,50999,algebra,1,27.058,U
53167,301,71355,fill_in_1,1,58.493,U
53167,302,88021,fill_in_1,1,24.502,U
53167,303,88418,algebra,1,5.899,U
53167,304,53904,algebra,1,4.933,U
53167,305,71782,algebra,1,5.496,U
53167,306,88207,algebra,1,19.295,U
53167,307,75306,algebra,1,11.021,U
53167,308,89682,choose_1,1,5.619,U
53167,309,80830,fill_in_1,1,71.401,U
53167,310,80678,fill_in_1,1,53.274,U
53167,311,80862,fill_in_1,1,8.427,U
53167,312,80798,fill_in_1,1,4.631,U
53167,313,80826,fill_in_1,1,3.145,U
53167,314,71377,algebra,0,45.238,U
53167,315,71387,algebra,1,11.358,U
53167,316,71392,algebra,1,8.115,U
53167,317,71388,algebra,1,5.911,U
53167,318,58691,choose_1,0,40.379,U
53167,319,58712,choose_1,0,9.923,U
53167,320,85053,algebra,0,176.088,U
53167,321,87438,algebra,1,23.152,U
53167,322,80430,algebra,0,45.943,U
53167,323,80431,fill_in_1,0,9.208,U
53167,324,80432,fill_in_1,1,5.064,U
53167,325,80433,choose_1,0,10.49,U
53167,326,80434,choose_1,1,7.017,U
53167,327,80435,fill_in_1,1,7.766,U
53167,328,80376,algebra,0,8.783,U
53167,329,80377,fill_in_1,1,4.516,U
53167,330,80378,fill_in_1,1,6.251,U
