IDCode,orig_order,item,group,response,response_time_sec,sex
weda047,35,x35,Subtraction2,1,4.50425,M
weda047,36,x36,WordPuzzle,1,72.482,M
weda047,37,x37,WordPuzzle,1,72.482,M
weda047,38,x38,Subtraction3,1,3.737666666666666,M
weda047,39,x39,Subtraction3,1,3.737666666666666,M
weda047,40,x40,Subtraction3,1,3.737666666666666,M
weda047,41,x41,Multiplication2,1,3.889,M
weda047,42,x42,Multiplication2,1,3.889,M
weda047,43,x43,Multiplication2,1,3.889,M
weda047,44,x44,Multiplication2,1,3.889,M
weda047,45,x45,MapDistance,1,27.404666666666667,M
weda047,46,x46,MapDistance,0,27.404666666666667,M
weda047,47,x47,MapDistance,1,27.404666666666667,M
weda047,48,x48,MissingNumber_Division,1,11.5265,M
weda047,49,x49,MissingNumber_Division,1,11.5265,M
weda047,50,x50,LogicalReasoning,0,23.65525,M
weda047,51,x51,LogicalReasoning,0,23.65525,M
weda047,52,x52,LogicalReasoning,1,23.65525,M
weda047,53,x53,LogicalReasoning,0,23.65525,M
weda047,54,x54,Division3,1,12.708,M
weda047,55,x55,Division3,1,12.708,M
weda047,56,x56,Division3,1,12.708,M
weda047,57,x57,DebugRobotCode,0,30.0,M
zoka501,1,x1,Rally,1,8.5,M
zoka501,2,x2,Rally,0,8.5,M
zoka501,3,x3,Rally,0,8.5,M
zoka501,4,x4,Rally,0,8.5,M
zoka501,5,x5,Rally,0,8.5,M
zoka501,6,x6,Rally,1,8.5,M
zoka501,7,x7,Rally,0,8.5,M
zoka501,8,x8,Rally,0,8.5,M
zoka501,9,x9,Rally,0,8.5,M
zoka501,10,x10,Rally,0,8.5,M
zoka501,11,x11,Subtraction1,1,11.503333333333334,M
zoka501,12,x12,Subtraction1,1,11.503333333333334,M
zoka501,13,x13,Subtraction1,1,11.503333333333334,M
zoka501,14,x14,Division1,1,18.423,M
zoka501,15,x15,Division1,0,18.423,M
zoka501,16,x16,Division1,1,18.423,M
zoka501,17,x17,BasicGeometry,1,10.1412,M
zoka501,18,x18,BasicGeometry,1,10.1412,M
zoka501,19,x19,BasicGeometry,1,10.1412,M
zoka501,20,x20,BasicGeometry,1,10.1412,M
zoka501,21,x21,BasicGeometry,1,10.1412,M
zoka501,22,x22,RainfallStatistics,1,25.834,M
zoka501,23,x23,RainfallStatistics,1,25.834,M
zoka501,24,x24,RainfallStatistics,1,25.834,M
zoka501,25,x25,MissingNumber_Subtraction,1,10.843,M
zoka501,26,x26,MissingNumber_Subtraction,1,10.843,M
zoka501,27,x27,MissingNumber_Subtraction,1,10.843,M
zoka501,28,x28,Addition2,1,10.78625,M
zoka501,29,x29,Addition2,1,10.78625,M
zoka501,30,x30,Addition2,1,10.78625,M
zoka501,31,x31,Addition2,0,10.78625,M
zoka501,32,x32,Subtraction2,1,7.6645,M
zoka501,33,x33,Subtraction2,1,7.6645,M
zoka501,34,x34,Subtraction2,1,7.6645,M
zoka501,35,x35,Subtraction2,1,7.6645,M
zoka501,36,x36,WordPuzzle,1,47.0515,M
zoka501,37,x37,WordPuzzle,1,47.0515,M
zoka501,38,x38,Subtraction3,0,7.581333333333333,M
zoka501,39,x39,Subtraction3,1,7.581333333333333,M
zoka501,40,x40,Subtraction3,1,7.581333333333333,M
zoka501,41,x41,Multiplication2,1,7.76675,M
zoka501,42,x42,Multiplication2,1,7.76675,M
zoka501,43,x43,Multiplication2,1,7.76675,M
zoka501,44,x44,Multiplication2,0,7.76675,M
zoka501,45,x45,MapDistance,0,16.309333333333335,M
zoka501,46,x46,MapDistance,0,16.309333333333335,M
zoka501,47,x47,MapDistance,0,16.309333333333335,M
zoka501,48,x48,MissingNumber_Division,1,30.0335,M
zoka501,49,x49,MissingNumber_Division,1,30.0335,M
zoka501,50,x50,LogicalReasoning,1,23.776,M
zoka501,51,x51,LogicalReasoning,0,23.776,M
zoka501,52,x52,LogicalReasoning,1,23.776,M
zoka501,53,x53,LogicalReasoning,0,23.776,M
zoka501,54,x54,Division3,1,32.033,M
zoka501,55,x55,Division3,0,32.033,M
zoka501,56,x56,Division3,0,32.033,M
zoka501,57,x57,DebugRobotCode,1,43.0,M
hyku415,1,x1,Rally,0,14.7,M
hyku415,2,x2,Rally,0,14.7,M
hyku415,3,x3,Rally,1,14.7,M
hyku415,4,x4,Rally,1,14.7,M
hyku415,5,x5,Rally,0,14.7,M
hyku415,6,x6,Rally,1,14.7,M
hyku415,7,x7,Rally,1,14.7,M
hyku415,8,x8,Rally,0,14.7,M
hyku415,9,x9,Rally,1,14.7,M
hyku415,10,x10,Rally,0,14.7,M
hyku415,11,x11,Subtraction1,1,28.867,M
hyku415,12,x12,Subtraction1,1,28.867,M
hyku415,13,x13,Subtraction1,1,28.867,M
hyku415,14,x14,Division1,1,9.907333333333334,M
hyku415,15,x15,Division1,1,9.907333333333334,M
hyku415,16,x16,Division1,1,9.907333333333334,M
hyku415,17,x17,BasicGeometry,1,11.7504,M
hyku415,18,x18,BasicGeometry,0,11.7504,M
hyku415,19,x19,BasicGeometry,0,11.7504,M
hyku415,20,x20,BasicGeometry,1,11.7504,M
hyku415,21,x21,BasicGeometry,1,11.7504,M
hyku415,22,x22,RainfallStatistics,1,51.80766666666666,M
hyku415,23,x23,RainfallStatistics,1,51.80766666666666,M
hyku415,24,x24,RainfallStatistics,1,51.80766666666666,M
hyku415,25,x25,MissingNumber_Subtraction,1,15.144333333333334,M
hyku415,26,x26,MissingNumber_Subtraction,1,15.144333333333334,M
hyku415,27,x27,MissingNumber_Subtraction,1,15.144333333333334,M
hyku415,28,x28,Addition2,1,7.44775,M
hyku415,29,x29,Addition2,1,7.44775,M
hyku415,30,x30,Addition2,1,7.44775,M
hyku415,31,x31,Addition2,1,7.44775,M
hyku415,32,x32,Subtraction2,1,7.84575,M
hyku415,33,x33,Subtraction2,1,7.84575,M
hyku415,34,x34,Subtraction2,1,7.84575,M
hyku415,35,x35,Subtraction2,1,7.84575,M
hyku415,36,x36,WordPuzzle,1,158.933,M
hyku415,37,x37,WordPuzzle,1,158.933,M
hyku415,38,x38,Subtraction3,1,6.278666666666667,M
hyku415,39,x39,Subtraction3,1,6.278666666666667,M
hyku415,40,x40,Subtraction3,1,6.278666666666667,M
hyku415,41,x41,Multiplication2,1,22.529,M
hyku415,42,x42,Multiplication2,1,22.529,M
hyku415,43,x43,Multiplication2,1,22.529,M
hyku415,44,x44,Multiplication2,1,22.529,M
hyku415,45,x45,MapDistance,0,108.42866666666669,M
hyku415,46,x46,MapDistance,0,108.42866666666669,M
hyku415,47,x47,MapDistance,0,108.42866666666669,M
hyku415,48,x48,MissingNumber_Division,1,18.451,M
hyku415,49,x49,MissingNumber_Division,1,18.451,M
hyku415,50,x50,LogicalReasoning,0,22.93,M
hyku415,51,x51,LogicalReasoning,0,22.93,M
hyku415,52,x52,LogicalReasoning,1,22.93,M
hyku415,53,x53,LogicalReasoning,0,22.93,M
hyku415,54,x54,Division3,1,46.534666666666666,M
hyku415,55,x55,Division3,1,46.534666666666666,M
hyku415,56,x56,Division3,0,46.534666666666666,M
hyku415,57,x57,DebugRobotCode,0,73.0,M
syvi476,1,x1,Rally,1,3.4,M
syvi476,2,x2,Rally,1,3.4,M
syvi476,3,x3,Rally,1,3.4,M
syvi476,4,x4,Rally,1,3.4,M
syvi476,5,x5,Rally,1,3.4,M
syvi476,6,x6,Rally,1,3.4,M
syvi476,7,x7,Rally,1,3.4,M
syvi476,8,x8,Rally,0,3.4,M
syvi476,9,x9,Rally,0,3.4,M
syvi476,10,x10,Rally,0,3.4,M
syvi476,11,x11,Subtraction1,0,1.6226666666666667,M
syvi476,12,x12,Subtraction1,0,1.6226666666666667,M
syvi476,13,x13,Subtraction1,0,1.6226666666666667,M
syvi476,14,x14,Division1,0,2.444,M
syvi476,15,x15,Division1,0,2.444,M
syvi476,16,x16,Division1,0,2.444,M
syvi476,17,x17,BasicGeometry,0,7.4708,M
syvi476,18,x18,BasicGeometry,0,7.4708,M
syvi476,19,x19,BasicGeometry,1,7.4708,M
syvi476,20,x20,BasicGeometry,1,7.4708,M
syvi476,21,x21,BasicGeometry,0,7.4708,M
syvi476,22,x22,RainfallStatistics,1,24.30033333333333,M
syvi476,23,x23,RainfallStatistics,1,24.30033333333333,M
syvi476,24,x24,RainfallStatistics,1,24.30033333333333,M
syvi476,25,x25,MissingNumber_Subtraction,0,1.839,M
syvi476,26,x26,MissingNumber_Subtraction,0,1.839,M
syvi476,27,x27,MissingNumber_Subtraction,0,1.839,M
syvi476,28,x28,Addition2,0,9.124,M
syvi476,29,x29,Addition2,1,9.124,M
syvi476,30,x30,Addition2,0,9.124,M
syvi476,31,x31,Addition2,0,9.124,M
syvi476,32,x32,Subtraction2,1,26.77575,M
syvi476,33,x33,Subtraction2,0,26.77575,M
syvi476,34,x34,Subtraction2,0,26.77575,M
syvi476,35,x35,Subtraction2,0,26.77575,M
syvi476,36,x36,WordPuzzle,0,21.6445,M
syvi476,37,x37,WordPuzzle,0,21.6445,M
syvi476,38,x38,Subtraction3,1,19.11566666666667,M
syvi476,39,x39,Subtraction3,0,19.11566666666667,M
syvi476,40,x40,Subtraction3,0,19.11566666666667,M
syvi476,41,x41,Multiplication2,1,21.20575,M
syvi476,42,x42,Multiplication2,1,21.20575,M
syvi476,43,x43,Multiplication2,1,21.20575,M
syvi476,44,x44,Multiplication2,1,21.20575,M
syvi476,45,x45,MapDistance,0,12.804333333333334,M
syvi476,46,x46,MapDistance,0,12.804333333333334,M
syvi476,47,x47,MapDistance,0,12.804333333333334,M
syvi476,48,x48,MissingNumber_Division,1,7.3825,M
syvi476,49,x49,MissingNumber_Division,1,7.3825,M
syvi476,50,x50,LogicalReasoning,0,7.5955,M
syvi476,51,x51,LogicalReasoning,0,7.5955,M
syvi476,52,x52,LogicalReasoning,1,7.5955,M
syvi476,53,x53,LogicalReasoning,0,7.5955,M
syvi476,54,x54,Division3,0,3.113,M
syvi476,55,x55,Division3,0,3.113,M
syvi476,56,x56,Division3,0,3.113,M
syvi476,57,x57,DebugRobotCode,0,1.0,M
hopi338,1,x1,Rally,0,5.3,M
hopi338,2,x2,Rally,1,5.3,M
hopi338,3,x3,Rally,1,5.3,M
hopi338,4,x4,Rally,1,5.3,M
hopi338,5,x5,Rally,1,5.3,M
hopi338,6,x6,Rally,0,5.3,M
hopi338,7,x7,Rally,1,5.3,M
hopi338,8,x8,Rally,1,5.3,M
hopi338,9,x9,Rally,1,5.3,M
hopi338,10,x10,Rally,1,5.3,M
hopi338,11,x11,Subtraction1,0,13.253666666666666,M
hopi338,12,x12,Subtraction1,1,13.253666666666666,M
hopi338,13,x13,Subtraction1,1,13.253666666666666,M
hopi338,14,x14,Division1,0,36.988,M
hopi338,15,x15,Division1,0,36.988,M
hopi338,16,x16,Division1,0,36.988,M
hopi338,17,x17,BasicGeometry,1,5.8212,M
hopi338,18,x18,BasicGeometry,1,5.8212,M
hopi338,19,x19,BasicGeometry,0,5.8212,M
hopi338,20,x20,BasicGeometry,1,5.8212,M
hopi338,21,x21,BasicGeometry,1,5.8212,M
hopi338,22,x22,RainfallStatistics,1,19.84,M
hopi338,23,x23,RainfallStatistics,0,19.84,M
hopi338,24,x24,RainfallStatistics,0,19.84,M
hopi338,25,x25,MissingNumber_Subtraction,1,23.447,M
hopi338,26,x26,MissingNumber_Subtraction,1,23.447,M
hopi338,27,x27,MissingNumber_Subtraction,1,23.447,M
hopi338,28,x28,Addition2,1,8.14925,M
hopi338,29,x29,Addition2,1,8.14925,M
hopi338,30,x30,Addition2,1,8.14925,M
hopi338,31,x31,Addition2,1,8.14925,M
hopi338,32,x32,Subtraction2,1,30.4965,M
hopi338,33,x33,Subtraction2,1,30.4965,M
hopi338,34,x34,Subtraction2,0,30.4965,M
hopi338,35,x35,Subtraction2,0,30.4965,M
hopi338,36,x36,WordPuzzle,0,483.929,M
hopi338,37,x37,WordPuzzle,1,483.929,M
hopi338,38,x38,Subtraction3,1,20.800666666666668,M
hopi338,39,x39,Subtraction3,1,20.800666666666668,M
hopi338,40,x40,Subtraction3,0,20.800666666666668,M
hopi338,41,x41,Multiplication2,1,20.841,M
hopi338,42,x42,Multiplication2,1,20.841,M
hopi338,43,x43,Multiplication2,1,20.841,M
hopi338,44,x44,Multiplication2,1,20.841,M
hopi338,45,x45,MapDistance,0,31.087333333333333,M
hopi338,46,x46,MapDistance,0,31.087333333333333,M
hopi338,47,x47,MapDistance,0,31.087333333333333,M
hopi338,48,x48,MissingNumber_Division,0,106.5795,M
hopi338,49,x49,MissingNumber_Division,0,106.5795,M
hopi338,50,x50,LogicalReasoning,0,16.6215,M
hopi338,51,x51,LogicalReasoning,1,16.6215,M
hopi338,52,x52,LogicalReasoning,1,16.6215,M
hopi338,53,x53,LogicalReasoning,0,16.6215,M
hopi338,54,x54,Division3,0,15.572333333333336,M
hopi338,55,x55,Division3,0,15.572333333333336,M
hopi338,56,x56,Division3,0,15.572333333333336,M
hopi338,57,x57,DebugRobotCode,0,45.0,M
kuqy630,1,x1,Rally,1,13.1,F
kuqy630,2,x2,Rally,1,13.1,F
kuqy630,3,x3,Rally,1,13.1,F
kuqy630,4,x4,Rally,1,13.1,F
kuqy630,5,x5,Rally,1,13.1,F
kuqy630,6,x6,Rally,1,13.1,F
kuqy630,7,x7,Rally,1,13.1,F
kuqy630,8,x8,Rally,1,13.1,F
kuqy630,9,x9,Rally,0,13.1,F
kuqy630,10,x10,Rally,1,13.1,F
kuqy630,11,x11,Subtraction1,1,9.429,F
kuqy630,12,x12,Subtraction1,1,9.429,F
kuqy630,13,x13,Subtraction1,1,9.429,F
kuqy630,14,x14,Division1,1,23.589,F
kuqy630,15,x15,Division1,1,23.589,F
kuqy630,16,x16,Division1,0,23.589,F
kuqy630,17,x17,BasicGeometry,1,11.095,F
kuqy630,18,x18,BasicGeometry,1,11.095,F
kuqy630,19,x19,BasicGeometry,1,11.095,F
kuqy630,20,x20,BasicGeometry,0,11.095,F
kuqy630,21,x21,BasicGeometry,1,11.095,F
kuqy630,22,x22,RainfallStatistics,1,43.98,F
kuqy630,23,x23,RainfallStatistics,1,43.98,F
kuqy630,24,x24,RainfallStatistics,0,43.98,F
kuqy630,25,x25,MissingNumber_Subtraction,1,8.131333333333332,F
kuqy630,26,x26,MissingNumber_Subtraction,1,8.131333333333332,F
kuqy630,27,x27,MissingNumber_Subtraction,1,8.131333333333332,F
kuqy630,28,x28,Addition2,1,5.5525,F
kuqy630,29,x29,Addition2,1,5.5525,F
kuqy630,30,x30,Addition2,1,5.5525,F
kuqy630,31,x31,Addition2,1,5.5525,F
kuqy630,32,x32,Subtraction2,1,6.7405,F
kuqy630,33,x33,Subtraction2,1,6.7405,F
kuqy630,34,x34,Subtraction2,1,6.7405,F
kuqy630,35,x35,Subtraction2,1,6.7405,F
kuqy630,36,x36,WordPuzzle,1,71.1675,F
kuqy630,37,x37,WordPuzzle,0,71.1675,F
kuqy630,38,x38,Subtraction3,1,10.409333333333334,F
kuqy630,39,x39,Subtraction3,1,10.409333333333334,F
kuqy630,40,x40,Subtraction3,1,10.409333333333334,F
kuqy630,41,x41,Multiplication2,1,14.79525,F
kuqy630,42,x42,Multiplication2,1,14.79525,F
kuqy630,43,x43,Multiplication2,1,14.79525,F
kuqy630,44,x44,Multiplication2,1,14.79525,F
kuqy630,45,x45,MapDistance,0,21.386333333333333,F
kuqy630,46,x46,MapDistance,0,21.386333333333333,F
kuqy630,47,x47,MapDistance,0,21.386333333333333,F
kuqy630,48,x48,MissingNumber_Division,1,68.5345,F
kuqy630,49,x49,MissingNumber_Division,1,68.5345,F
kuqy630,50,x50,LogicalReasoning,1,54.5435,F
kuqy630,51,x51,LogicalReasoning,0,54.5435,F
kuqy630,52,x52,LogicalReasoning,1,54.5435,F
kuqy630,53,x53,LogicalReasoning,0,54.5435,F
kuqy630,54,x54,Division3,0,96.23433333333332,F
kuqy630,55,x55,Division3,1,96.23433333333332,F
kuqy630,56,x56,Division3,1,96.23433333333332,F
kuqy630,57,x57,DebugRobotCode,0,28.0,F
node314,1,x1,Rally,1,9.3,M
node314,2,x2,Rally,1,9.3,M
node314,3,x3,Rally,1,9.3,M
node314,4,x4,Rally,1,9.3,M
node314,5,x5,Rally,0,9.3,M
node314,6,x6,Rally,0,9.3,M
node314,7,x7,Rally,1,9.3,M
node314,8,x8,Rally,0,9.3,M
node314,9,x9,Rally,1,9.3,M
node314,10,x10,Rally,0,9.3,M
node314,11,x11,Subtraction1,1,23.55033333333333,M
node314,12,x12,Subtraction1,1,23.55033333333333,M
node314,13,x13,Subtraction1,1,23.55033333333333,M
node314,14,x14,Division1,1,69.35633333333332,M
node314,15,x15,Division1,0,69.35633333333332,M
node314,16,x16,Division1,0,69.35633333333332,M
node314,17,x17,BasicGeometry,1,19.022,M
node314,18,x18,BasicGeometry,1,19.022,M
node314,19,x19,BasicGeometry,1,19.022,M
node314,20,x20,BasicGeometry,1,19.022,M
node314,21,x21,BasicGeometry,1,19.022,M
node314,22,x22,RainfallStatistics,0,18.40866666666667,M
node314,23,x23,RainfallStatistics,1,18.40866666666667,M
node314,24,x24,RainfallStatistics,0,18.40866666666667,M
node314,25,x25,MissingNumber_Subtraction,0,8.608666666666666,M
node314,26,x26,MissingNumber_Subtraction,0,8.608666666666666,M
node314,27,x27,MissingNumber_Subtraction,1,8.608666666666666,M
node314,28,x28,Addition2,1,7.6635,M
node314,29,x29,Addition2,1,7.6635,M
node314,30,x30,Addition2,1,7.6635,M
node314,31,x31,Addition2,1,7.6635,M
node314,32,x32,Subtraction2,1,16.75675,M
node314,33,x33,Subtraction2,1,16.75675,M
node314,34,x34,Subtraction2,1,16.75675,M
node314,35,x35,Subtraction2,1,16.75675,M
node314,36,x36,WordPuzzle,1,97.103,M
node314,37,x37,WordPuzzle,1,97.103,M
node314,38,x38,Subtraction3,1,5.111666666666667,M
node314,39,x39,Subtraction3,1,5.111666666666667,M
node314,40,x40,Subtraction3,1,5.111666666666667,M
node314,41,x41,Multiplication2,0,29.1245,M
node314,42,x42,Multiplication2,1,29.1245,M
node314,43,x43,Multiplication2,1,29.1245,M
node314,44,x44,Multiplication2,1,29.1245,M
node314,45,x45,MapDistance,0,70.31266666666667,M
node314,46,x46,MapDistance,0,70.31266666666667,M
node314,47,x47,MapDistance,0,70.31266666666667,M
node314,48,x48,MissingNumber_Division,1,80.8145,M
node314,49,x49,MissingNumber_Division,1,80.8145,M
node314,50,x50,LogicalReasoning,0,15.1455,M
node314,51,x51,LogicalReasoning,0,15.1455,M
node314,52,x52,LogicalReasoning,0,15.1455,M
node314,53,x53,LogicalReasoning,1,15.1455,M
node314,54,x54,Division3,0,31.327,M
node314,55,x55,Division3,0,31.327,M
node314,56,x56,Division3,0,31.327,M
node314,57,x57,DebugRobotCode,0,45.0,M
mybu425,1,x1,Rally,1,9.3,M
mybu425,2,x2,Rally,1,9.3,M
mybu425,3,x3,Rally,0,9.3,M
mybu425,4,x4,Rally,1,9.3,M
mybu425,5,x5,Rally,1,9.3,M
mybu425,6,x6,Rally,1,9.3,M
mybu425,7,x7,Rally,1,9.3,M
mybu425,8,x8,Rally,1,9.3,M
mybu425,9,x9,Rally,1,9.3,M
mybu425,10,x10,Rally,1,9.3,M
mybu425,11,x11,Subtraction1,1,15.716,M
mybu425,12,x12,Subtraction1,1,15.716,M
mybu425,13,x13,Subtraction1,1,15.716,M
mybu425,14,x14,Division1,1,13.108333333333334,M
mybu425,15,x15,Division1,0,13.108333333333334,M
mybu425,16,x16,Division1,0,13.108333333333334,M
mybu425,17,x17,BasicGeometry,0,3.8678,M
mybu425,18,x18,BasicGeometry,0,3.8678,M
mybu425,19,x19,BasicGeometry,0,3.8678,M
mybu425,20,x20,BasicGeometry,0,3.8678,M
mybu425,21,x21,BasicGeometry,1,3.8678,M
mybu425,22,x22,RainfallStatistics,1,19.09166666666667,M
mybu425,23,x23,RainfallStatistics,0,19.09166666666667,M
mybu425,24,x24,RainfallStatistics,0,19.09166666666667,M
mybu425,25,x25,MissingNumber_Subtraction,0,5.764333333333333,M
mybu425,26,x26,MissingNumber_Subtraction,0,5.764333333333333,M
