IDCode,gmm_bic_best_label,TOTAL,risk_score_z,risk_level
kapy740,4,47,-0.8828094316194346,low
vudi262,0,36,0.35526471471582716,medium
tuza510,0,37,0.31176143876458223,medium
tubo945,4,48,-0.9526993217770013,low
bofi323,0,38,0.07903336795418948,medium
zeji633,3,17,2.178173498715708,high
bowo488,5,33,0.7076013567560095,medium
pipo687,3,20,1.975067349477669,high
core934,2,40,-0.04179373219429278,medium
dedu084,5,32,0.9043438240011147,high
lowa532,3,13,2.6053149836666107,high
zuha759,3,17,2.2252961743069775,high
qafu966,3,15,2.451313479511975,high
lobo127,0,39,0.014497732726798418,medium
homa046,3,20,1.8693587038853048,high
keno764,5,31,0.9248087829322804,high
habe142,4,44,-0.4529421190644166,low
joti731,1,50,-1.1761370001943805,low
reve265,0,40,0.014431990394545163,medium
cyca115,1,50,-1.2293650758208903,low
rawo522,1,49,-1.1882651657974106,low
pogi169,1,50,-1.2087286920194045,low
vepi727,0,40,-0.00036944324790526474,medium
risy585,0,36,0.28669381992871973,medium
fefu774,4,45,-0.5185773746328638,low
wyxo615,4,47,-0.7352203457460974,low
ciby707,2,47,-0.8737968736261883,low
xuvy948,1,54,-1.6539878744380005,low
ravy196,1,55,-1.7986340272831711,low
loge702,0,38,0.1487407485932227,medium
viry492,0,42,-0.2312094791671937,low
gowa049,4,45,-0.6330762963055384,low
vyva107,4,43,-0.4712663790968795,low
duxo262,1,49,-1.0724489957243535,low
peto053,1,49,-1.1139875803074681,low
difi858,4,46,-0.7166147427142932,low
xoru423,0,41,-0.08793909518822068,medium
wizy437,1,50,-1.0556301941249144,low
kuge219,1,48,-0.9396747344512933,low
hazu473,0,40,-0.004249231037145497,medium
gono087,0,41,-0.06596872914132776,medium
vury347,4,42,-0.4119349693289226,low
copo281,3,19,2.1041272995601767,high
heda014,4,48,-0.9583925549942304,low
powu461,1,50,-1.3104133873843467,low
peqa279,4,47,-0.9599604552872555,low
lufy687,2,35,0.42765986521763155,medium
koze985,1,50,-1.2308702246019008,low
hadi890,0,42,-0.20697856078569202,low
recu163,2,46,-0.6476031669214214,low
xyzi642,1,50,-1.2165197240764667,low
nejy388,2,36,0.3666672104199021,medium
tezy480,4,43,-0.3771791124522769,low
nawu690,0,42,-0.2802788203205255,low
mofe780,2,35,0.44871783725667175,medium
nily317,3,21,1.8332162172789568,high
roho333,5,31,0.8871545105278767,high
xime971,5,28,1.2201701189771268,high
muqo157,5,32,0.812172370848529,high
riby296,0,38,0.22097623590589732,medium
pala257,4,44,-0.5958182767538364,low
tuby409,4,43,-0.4558829101313943,low
hoxo855,0,37,0.2592940817155087,medium
qixy634,1,51,-1.3868440628207361,low
niri091,0,40,-0.05406156609748256,medium
lazi600,4,47,-0.7632681253591656,low
qedo478,0,35,0.3957134571465493,medium
ruhu758,4,48,-0.8964104830970103,low
cima563,1,50,-1.2039461800014482,low
lyzy104,2,40,0.024841664808241754,medium
xafy802,4,43,-0.3780039647302384,low
bacy598,3,14,2.2266406282419804,high
kexi927,5,26,1.2249660937841893,high
cumo221,4,45,-0.5657525908606896,low
kami789,0,35,0.4545447778503082,medium
zoko875,4,48,-0.8290675882733061,low
sina926,4,44,-0.5652889197483456,low
fise899,0,38,0.2111093480177849,medium
cija437,4,47,-0.7450195044223658,low
manu258,2,43,-0.38332826573081774,low
zuwa573,4,45,-0.5505242261703034,low
joxi410,5,32,0.8212456899061523,high
muta539,1,56,-1.9825743360095556,low
reqy562,1,51,-1.2675497754979745,low
doxe492,4,48,-0.8288841681919568,low
gylu244,5,30,0.9204047131039282,high
maxy370,4,47,-0.786116511227991,low
ryko512,1,50,-1.2475506738435882,low
kula014,4,48,-0.8226763969097621,low
jeqy595,5,34,0.585130563209579,medium
guva627,4,48,-0.8887480740161576,low
lohy238,1,50,-1.2039956352305068,low
cobi870,0,37,0.19924481837956745,medium
giki066,1,53,-1.5538568178847065,low
hywy001,0,42,-0.23597150158461855,low
feji918,4,45,-0.7236621710483712,low
luli756,4,43,-0.4504705893166914,low
wumu083,1,50,-1.170527594918186,low
cyga680,4,48,-0.9210308426357393,low
buvy316,4,43,-0.2967338787553942,low
rejy122,4,46,-0.7383363858150721,low
dusi300,4,47,-0.7275400404075842,low
howe436,4,47,-0.7186677654213462,low
ropi792,1,50,-1.1628613566900747,low
jemy300,1,50,-1.1137496823930282,low
qexo432,4,44,-0.46347392243160357,low
kyso927,4,46,-0.6298823571181322,low
cozi663,5,24,1.4382032633999917,high
vani542,0,41,-0.11791121156817612,medium
kaxu871,2,45,-0.5075546703345363,low
moku835,1,49,-1.0145133352214812,low
cahe192,4,48,-1.1056458226394836,low
feso129,1,51,-1.2836714773319053,low
tufa140,1,53,-1.4368587167445612,low
zigi489,5,33,0.7063709101210576,medium
dahi696,4,47,-0.9105175116037085,low
quhe482,5,29,1.0063841381140899,high
taxa827,4,44,-0.482818755052725,low
vuga321,4,44,-0.4147142793300184,low
nycu731,4,48,-0.9459564381758067,low
raxy329,4,43,-0.44135594631062663,low
nyfe489,1,49,-1.0911379724843677,low
texu966,0,35,0.39893821273000735,medium
kifo712,0,36,0.30842556048378095,medium
pajo050,0,37,0.3170482422427946,medium
hefy659,0,37,0.2589299866644288,medium
tujy672,4,44,-0.5508030522476675,low
cyfe247,5,26,1.2450708429874406,high
xori482,0,41,-0.13112819961057107,medium
raje697,4,47,-0.7562734070562895,low
biwu043,0,36,0.23115764925079818,medium
cylu852,4,45,-0.5660574343332009,low
fode209,2,38,0.19766233047170959,medium
woju333,0,37,0.2656415586055465,medium
saca329,4,48,-0.8639711178967706,low
jizi110,2,40,-0.04506847645184072,medium
vyxi492,1,52,-1.422065931489149,low
xehy451,2,43,-0.35364709149744916,low
feke878,0,37,0.2051921064967101,medium
rozu771,2,38,0.19004715745899362,medium
duvi856,1,52,-1.3131611438263266,low
nexu635,0,41,-0.11392026950884968,medium
cozi454,2,36,0.33467791941650965,medium
saze236,0,41,-0.14681787922786307,medium
quzy338,4,43,-0.30678353091445204,low
lula174,1,49,-1.0864449288390554,low
buzo685,0,37,0.27633208979264046,medium
huby293,1,52,-1.409177025641563,low
dyhi182,0,41,-0.14870333711206055,medium
tatu362,4,46,-0.5958302965101109,low
bene344,2,44,-0.4020554152413246,low
keho061,0,36,0.3750937068401488,medium
vyxy108,0,38,0.1472684161616871,medium
zusa663,4,48,-0.8414361031119325,low
nehe056,1,53,-1.608209705367667,low
myve834,1,54,-1.7004509188930534,low
tyhy481,0,37,0.23856317191629134,medium
sati762,0,38,0.09350751184255877,medium
biku776,0,37,0.2816135847622207,medium
wify666,1,51,-1.2361031945576457,low
sony276,4,48,-1.0234273746862617,low
tusi463,0,41,-0.09591733962435649,medium
baco446,5,32,0.8010120502463375,high
coni238,0,39,0.09814802650710193,medium
tuvu087,5,29,1.0300424061356233,high
vuci475,0,37,0.3370327727272214,medium
seto741,3,16,2.1294354502730757,high
jewe923,4,44,-0.5671388177188669,low
jaqy340,0,38,0.1447133787845835,medium
pubu440,3,21,1.792058489368742,high
gyjy255,0,42,-0.25900196234747896,low
zyte492,4,48,-0.8260231743025856,low
ruco451,0,37,0.30814837011443796,medium
loda300,0,38,0.1381439741925848,medium
moly152,5,26,1.3950222099913085,high
cuba307,0,41,-0.1843461686723038,low
jupo405,5,29,1.1538916602808715,high
xuke183,0,41,-0.1296965650159171,medium
mado232,5,32,0.9240233197791746,high
zafy372,1,51,-1.211578132495882,low
gyly160,0,36,0.27914552148548516,medium
tapi010,3,22,1.917461389550042,high
gelu604,1,54,-1.7112654590559906,low
qiqi041,0,36,0.34740929310514673,medium
ratu271,0,40,-0.11408509849694355,medium
kyqu130,4,47,-0.7849873053828901,low
lucu601,4,47,-0.8861355801775376,low
kama922,0,41,-0.08617632121104428,medium
zoma564,4,43,-0.3706232044096041,low
puju088,0,42,-0.1820276561353904,low
jufy997,2,48,-0.802835759454587,low
wyja070,2,44,-0.38481819246385923,low
dasy955,0,40,-0.03101094773126064,medium
wyki565,0,36,0.310727995172266,medium
garu074,4,47,-0.7571190397243843,low
qyxy586,4,45,-0.7077160409346981,low
kegi864,1,50,-1.1667134017990408,low
gyge774,4,43,-0.4283267978611203,low
vyda893,3,12,2.6035302288938857,high
vuvy608,1,48,-0.9537015591943198,low
vizo712,4,45,-0.582888589973115,low
givi158,0,37,0.29251573617312804,medium
caro445,4,45,-0.6133736702505602,low
nene689,1,49,-1.0201176243625736,low
ryfy568,0,37,0.28830188629744746,medium
johy783,5,28,1.0988458394781957,high
sulo956,0,37,0.25048872638654,medium
gony054,4,47,-0.7427607376698239,low
puca767,0,42,-0.17933708808650342,low
baky109,5,26,1.3112178319390606,high
mabo887,0,42,-0.19189280660223526,low
cona428,2,45,-0.6106662179180051,low
lilo882,4,43,-0.3569612734276989,low
gycy436,0,42,-0.23953068666396965,low
jyri631,2,46,-0.6288580437375687,low
safu128,1,50,-1.2222457748483726,low
fore104,4,46,-0.6629678786591574,low
zabe850,4,47,-0.7958817874668949,low
woci389,4,44,-0.42318869502943846,low
kygi723,4,43,-0.38804974688603,low
qejy219,1,50,-1.1102673578600244,low
jago498,4,45,-0.5457012203439535,low
buby593,4,46,-0.7492294750971493,low
dapu822,2,45,-0.4660409960681565,low
sugu976,5,34,0.6048984757446753,medium
wuxa997,0,36,0.4155694618235759,medium
tiqy778,4,45,-0.6559316293694877,low
xyfe491,5,24,1.4279811316873632,high
ryhy064,4,48,-1.0197979534152595,low
kufi222,0,41,-0.1450320695338758,medium
xaja332,0,42,-0.2280627392895215,low
fofa613,5,33,0.7238438605572138,medium
viba035,5,32,0.8020899028511652,high
qewy924,4,46,-0.6471989704984416,low
pytu496,0,39,0.06264004641535356,medium
tosa657,4,48,-0.8523694188427623,low
keri121,1,54,-1.7993388197414224,low
bofi991,0,35,0.4277516266558425,medium
bihi184,3,10,2.7781160728896888,high
piro376,0,42,-0.25393787175474014,low
zade686,6,16,1.955553630954443,high
zejy480,5,31,0.86596206999128,high
zapy404,0,36,0.36020614226168746,medium
lusi512,0,39,0.11591449112671441,medium
sedo490,3,16,2.1457862268081596,high
davu999,4,43,-0.3458880288166747,low
buby236,3,16,2.188879846964288,high
weru214,4,44,-0.438681372640222,low
tyly265,3,20,1.9627863589006906,high
nise834,3,15,2.2621354680311576,high
voxy002,3,14,2.386405992665546,high
fypi681,0,39,0.11444675994068944,medium
xopa120,3,14,2.532691436872048,high
wari483,0,37,0.20501758031200767,medium
kegy317,4,43,-0.4458353050271321,low
geka905,4,43,-0.422215844144075,low
lore323,3,20,1.8582430561617138,high
vane668,1,50,-1.151481775194629,low
zuxy510,3,6,2.8980976106890117,high
masu336,0,42,-0.20615806419084398,low
xise560,0,39,0.09375771134648851,medium
zomi496,5,34,0.6878957083887932,medium
lilu285,3,14,2.3514679074032636,high
heqi003,3,12,2.583176886161088,high
jise415,1,50,-1.198059162136622,low
vabe169,1,50,-1.1842458016231276,low
kofa904,5,27,1.2061933157975873,high
peqo117,3,10,2.814600034323865,high
gaho243,0,42,-0.197987494345873,low
mude815,3,18,2.053472531798549,high
raxe285,0,37,0.23119348548676089,medium
qami382,4,47,-0.7252674130183879,low
bebo956,5,26,1.3723344418232877,high
cofi309,2,44,-0.5370210862946404,low
buqe642,4,47,-0.7521488117844767,low
vuzo690,2,40,-0.048099979088982274,medium
posy958,4,46,-0.7045643770042758,low
gaga585,0,40,-0.10646401981015086,medium
vopa930,0,41,-0.0825926854036967,medium
xutu412,1,54,-1.652791598035345,low
doxi119,5,24,1.4424562448264426,high
feqy379,4,45,-0.5975552783452076,low
xypo299,5,24,1.4407832589394782,high
gahu141,1,49,-1.006177581294813,low
kyse146,4,48,-0.9296564710447373,low
sedi312,4,44,-0.5028328306504236,low
nasi298,1,50,-1.2340239120292091,low
naky151,2,35,0.45935054240292356,medium
koqa816,1,54,-1.6469360194172542,low
sila763,4,47,-0.8776504481612319,low
pody147,4,47,-0.9176624747015797,low
voza333,1,51,-1.2582430216410936,low
tiro932,4,43,-0.3845114576897844,low
wujy562,2,46,-0.6069767360183014,low
hamu369,1,48,-0.9915583728822546,low
nape687,3,17,2.0259443202237537,high
gevi782,0,42,-0.21465572212574952,low
qoha890,1,54,-1.6306069044457618,low
fili803,1,49,-1.1745121560189185,low
puce552,5,31,0.9116177487603211,high
buny935,4,43,-0.4422616094778883,low
pimi228,0,38,0.17369125150295953,medium
kyjo289,4,44,-0.5064198824915553,low
bepo134,4,45,-0.6548200506166589,low
kise589,4,45,-0.6471814820110593,low
remi231,0,38,0.21161789653117716,medium
qyjo579,2,43,-0.2774906639446573,low
cyhu257,5,31,0.8505764722684307,high
diha837,4,43,-0.3537390323962541,low
ware232,1,51,-1.2996063942505882,low
hyge979,2,46,-0.6142650547995395,low
biqe951,4,43,-0.3470762155509861,low
jide437,1,51,-1.2366734924180427,low
zipu412,4,45,-0.5849491840967229,low
vate767,4,45,-0.6138276692833038,low
mefy253,4,46,-0.6686705930165279,low
qafe413,5,34,0.6290689779989006,medium
lota555,3,16,2.183544018218068,high
mecu237,2,43,-0.35822565484720137,low
cidy099,1,50,-1.174276894798232,low
xoba600,4,47,-0.7682568530409498,low
joce161,3,17,2.058938180883214,high
kywu572,1,49,-1.15150179754593,low
jefi901,4,48,-0.8720021596054818,low
mari840,2,43,-0.413200210267213,low
nypy058,0,35,0.46541275414054084,medium
rino885,4,44,-0.5447412008298007,low
maju644,5,33,0.7280854238623948,medium
qosy291,4,44,-0.46835373719795803,low
posy537,1,49,-1.071130278656317,low
xoki390,5,32,0.7697631365821483,medium
fagi164,5,34,0.6728731271344804,medium
zozy719,4,45,-0.6610856064326515,low
bopa107,4,45,-0.7048068762198593,low
jyly989,0,38,0.14684908255459797,medium
togu404,4,44,-0.47952266694509094,low
gosa272,0,36,0.3231936651628767,medium
fovo989,4,48,-0.8642134349447737,low
sira606,0,41,-0.17078866682075367,low
loby351,0,41,-0.15325685537320502,medium
fike806,0,42,-0.24434017426074525,low
fafe171,5,26,1.3940436521465325,high
zyvo780,4,47,-0.7926339096789393,low
xune455,0,42,-0.21087020790467395,low
vamu972,1,49,-1.0852579164202458,low
suzo040,2,39,0.066192286458093,medium
wype120,0,38,0.17409981283215745,medium
jicu869,0,37,0.25261498302933283,medium
wero373,4,46,-0.6557712828064666,low
juqo313,4,47,-0.8778628810640029,low
vexo008,5,31,0.8772852380826143,high
punu787,5,24,1.3991862228497105,high
tomo782,3,9,2.692362580799836,high
cupe992,3,18,1.977419670017384,high
kyjo535,0,39,0.039153704326287925,medium
raja244,0,38,0.16917171851001042,medium
pino324,2,41,-0.1274987662376938,medium
qutu379,5,29,1.0791252662473645,high
nolu547,2,35,0.4512906154878484,medium
cape571,3,22,1.7459369218655179,high
coma628,4,44,-0.42992273159016076,low
mida684,1,50,-1.2313835012567687,low
gaqe214,4,47,-0.7675648437036039,low
pufe463,1,51,-1.2430534698496851,low
fifa517,1,50,-1.1243729423660946,low
wuzy577,1,54,-1.6747786823001238,low
sire515,1,51,-1.3058671645919682,low
xyhi085,1,50,-1.1970700839572186,low
nexy906,1,49,-1.0510932398685762,low
pyzi618,1,54,-1.6196856509522446,low
muku118,4,43,-0.38899335528917567,low
kewi488,0,40,-0.014174310805455167,medium
xafu780,3,16,2.1090159072786525,high
wowy820,3,19,2.0701156877308295,high
ryzo168,0,42,-0.2139796382529353,low
xavy753,3,15,2.2845439638011316,high
deje129,3,17,2.0997922847504125,high
